id,dur,spkts,sttl,swin,stcpb,dtcpb,rate,label
150,0.260795,10,254,255,1249024597,1165416708,57.516441,0
151,0.347786,10,254,255,3960871221,1607635134,43.12997,0
152,0.018515,16,31,255,2204168373,2206910481,1782.338633,0
153,1.1e-05,2,254,0,0,0,90909.0902,0
154,1e-05,2,254,0,0,0,100000.0025,0
155,1.1e-05,2,254,0,0,0,90909.0902,0
156,6.557166,66,31,255,2714933824,569808312,20.283153,0
157,1.2e-05,2,254,0,0,0,83333.33039,0
158,25.915651,66,31,255,1754450303,1754784761,5.05486,0
159,1.1e-05,2,254,0,0,0,90909.0902,0
160,1.1e-05,2,254,0,0,0,90909.0902,0
161,30.612961,78,31,255,841933471,2987661359,5.128547,0
162,9e-06,2,254,0,0,0,111111.1072,0
163,34.247707,14,31,255,949420386,3095931284,0.90517,0
164,1.1e-05,2,254,0,0,0,90909.0902,0
165,1.1e-05,2,254,0,0,0,90909.0902,0
166,9.111047,66,31,255,3302417220,3302692089,14.37815,0
167,1.1e-05,2,254,0,0,0,90909.0902,0
168,0.73477,10,254,255,3622738338,2067284869,23.136492,0
169,36.448193,14,31,255,3922290037,1778095680,0.850522,0
170,1.1e-05,2,254,0,0,0,90909.0902,0
171,20.624125,14,31,255,2789065561,640565832,1.503094,0
172,1e-05,2,254,0,0,0,100000.0025,0
173,1.1e-05,2,254,0,0,0,90909.0902,0
174,0.021388,16,31,255,4287459866,285917,1542.921273,0
175,1.3e-05,2,254,0,0,0,76923.07779,0
176,0.049922,30,31,255,174585106,2327498795,1422.218644,0
177,1e-05,2,254,0,0,0,100000.0025,0
178,0.021643,16,31,255,2319972370,178525900,1524.74243,0
179,9e-06,2,254,0,0,0,111111.1072,0
180,1e-05,2,254,0,0,0,100000.0025,0
181,0.003869,8,31,255,174583172,2320929467,4393.900356,0
182,1e-05,2,254,0,0,0,100000.0025,0
183,1.1e-05,2,254,0,0,0,90909.0902,0
184,0.013285,16,31,255,54583645,62064948,2484.004539,0
185,1.1e-05,2,254,0,0,0,90909.0902,0
186,1e-05,2,254,0,0,0,100000.0025,0
187,9e-06,2,254,0,0,0,111111.1072,0
188,1.1e-05,2,254,0,0,0,90909.0902,0
189,2.023064,42,31,255,2239135689,1147509319,41.02688,0
190,10.675254,4,254,0,0,0,0.281024,0
191,1e-05,2,254,0,0,0,100000.0025,0
192,0.001088,2,31,0,0,0,2757.352893,0
193,0.001186,2,31,0,0,0,2529.511067,0
194,0.001701,4,31,0,0,0,4115.226265,0
195,0.026584,52,31,255,2022073107,2027759033,3949.744297,0
196,0.001061,2,31,0,0,0,2827.521083,0
197,0.001064,2,31,0,0,0,2819.548997,0
198,0.003081,6,31,255,2022074493,4180968900,4219.409359,0
199,0.001115,2,31,0,0,0,2690.582979,0
200,0.004754,4,31,0,0,0,1472.444295,0
201,9.544028,12,31,255,797034991,798124296,3.038549,0
202,0.001167,2,31,0,0,0,2570.694002,0
203,12.95513,14,31,255,604519115,2755175801,2.392875,0
204,0.004846,4,31,0,0,0,1444.490268,0
205,27.244581,24,31,255,2704030513,2704402239,1.798523,0
206,0.001754,4,31,0,0,0,3990.878066,0
207,0.001253,2,31,0,0,0,2394.253801,0
208,32.345036,122,31,255,1969420719,1970525525,7.636411,0
209,0.00106,2,31,0,0,0,2830.188576,0
210,36.747131,64,31,255,3742293324,3742662704,3.510478,0
211,0.001162,2,31,0,0,0,2581.755593,0
212,0.001195,2,31,0,0,0,2510.460211,0
213,0.001146,2,31,0,0,0,2617.801058,0
214,0.001003,2,31,0,0,0,2991.027057,0
215,0.001146,2,31,0,0,0,2617.801058,0
216,0.020663,16,31,255,2142071420,4292058385,1597.057493,0
217,0.001115,2,31,0,0,0,2690.582979,0
218,0.001153,2,31,0,0,0,2601.907957,0
219,0.004034,8,31,255,2142067552,4288462895,4214.179492,0
220,0.001094,2,31,0,0,0,2742.230477,0
221,0.001065,2,31,0,0,0,2816.901513,0
222,0.047744,62,31,255,4107450233,1962368749,2492.459866,0
223,0.001215,2,31,0,0,0,2469.135691,0
224,0.001157,2,31,0,0,0,2592.91279,0
225,0.001128,2,31,0,0,0,2659.574528,0
226,0.001274,2,31,0,0,0,2354.787998,0
227,0.018716,16,31,255,2204167607,60896555,1763.197262,0
228,0.004739,4,31,0,0,0,1477.104876,0
229,0.00124,2,31,0,0,0,2419.354815,0
230,1.375854,40,31,255,169420096,1077905678,58.872525,0
231,0.001151,2,31,0,0,0,2606.429117,0
232,0.001074,2,31,0,0,0,2793.296014,0
233,0.001673,4,31,0,0,0,4184.100294,0
234,2.151973,40,31,255,2814106418,3754860334,38.569257,0
235,0.001677,4,31,0,0,0,4174.120543,0
236,0.004855,4,31,0,0,0,1441.81258,0
237,0.051862,30,31,255,2919971646,2924413575,1369.01774,0
238,0.001063,2,31,0,0,0,2822.201463,0
239,0.004659,4,31,0,0,0,1502.468388,0
240,28.652739,78,31,255,2524030270,374892018,5.479406,0
241,0.00109,2,31,0,0,0,2752.293491,0
242,0.001066,2,31,0,0,0,2814.258996,0
243,38.24205,64,31,255,1176906193,3322677352,3.37325,0
244,0.001053,2,31,0,0,0,2849.002888,0
245,12.364369,16,31,255,4009904976,4010249487,2.668959,0
246,0.001171,2,31,0,0,0,2561.912999,0
247,0.001715,4,31,0,0,0,4081.632605,0
248,13.069224,28,31,255,1504518715,1507666764,4.361391,0
249,0.00108,2,31,0,0,0,2777.777885,0
250,0.00113,2,31,0,0,0,2654.867281,0
251,0.023688,16,31,255,594587476,599102792,1393.110454,0
252,0.001894,4,31,0,0,0,3695.881758,0
253,0.020192,16,31,255,774586690,780113635,1634.310687,0
254,0.020369,16,31,255,2919974815,2930857377,1620.108931,0
255,0.002178,4,31,0,0,0,3213.957681,0
256,0.001169,2,31,0,0,0,2566.295861,0
257,2.725309,28,31,255,149551432,2971314978,20.91506,0
258,0.005086,4,31,0,0,0,1376.327152,0
259,2.298727,38,31,255,3024872765,3435917385,33.4968,0
260,0.005417,4,31,0,0,0,1292.228162,0
261,0.001119,2,31,0,0,0,2680.965094,0
262,1.481234,4,31,0,0,0,4.72579,0
263,0.004583,4,31,0,0,0,1527.383741,0
264,0.001706,4,31,0,0,0,4103.165415,0
265,6.732094,28,31,255,1577035788,2725133900,8.466905,0
266,0.001133,2,31,0,0,0,2647.83757,0
267,0.004767,4,31,0,0,0,1468.428717,0
268,3.01618,42,31,255,929549898,778625470,27.518251,0
269,0.001123,2,31,0,0,0,2671.415725,0
270,0.001664,4,31,0,0,0,4206.730817,0
271,0.001162,2,31,0,0,0,2581.755593,0
272,3.218253,4,31,0,0,0,2.175093,0
273,0.001627,4,31,0,0,0,4302.396921,0
274,0.001196,2,31,0,0,0,2508.361148,0
275,20.90617,64,31,255,3329063788,1179821388,6.170427,0
276,0.001746,4,31,0,0,0,4009.163749,0
277,32.718201,12,31,255,2447323940,303080644,0.886357,0
278,0.004427,4,31,0,0,0,1581.206253,0
279,0.004808,4,31,0,0,0,1455.906875,0
280,24.986576,16,31,255,2592353189,2592689023,1.320709,0
281,0.001172,2,31,0,0,0,2559.727049,0
282,0.00109,2,31,0,0,0,2752.293491,0
283,16.004122,64,31,255,4057385673,4057705161,8.060424,0
284,0.001126,2,31,0,0,0,2664.298498,0
285,0.001205,2,31,0,0,0,2489.6266,0
286,0.023745,16,31,255,594588306,2745085795,1389.766245,0
287,0.001087,2,31,0,0,0,2759.889575,0
288,0.001059,2,31,0,0,0,2832.861107,0
289,0.001108,2,31,0,0,0,2707.581093,0
290,0.000945,2,31,0,0,0,3174.603249,0
291,0.001143,2,31,0,0,0,2624.67198,0
292,0.001064,2,31,0,0,0,2819.548997,0
293,0.001062,2,31,0,0,0,2824.858614,0
294,0.001106,2,31,0,0,0,2712.477299,0
295,0.047405,6,31,255,2864165767,722372043,274.232671,0
296,0.00114,2,31,0,0,0,2631.579064,0
297,7.157289,12,31,255,329550898,2680741680,4.051813,0
298,0.001084,2,31,0,0,0,2767.527704,0
299,1.492512,38,31,255,2534936715,1679359090,51.590875,0
300,0.001122,2,31,0,0,0,2673.796684,0
301,0.001139,2,31,0,0,0,2633.889242,0
302,1.817553,42,31,255,1709549753,1643398856,45.665792,0
303,0.001068,2,31,0,0,0,2808.988808,0
304,0.001095,2,31,0,0,0,2739.726138,0
305,0.018902,16,31,255,594584718,600716716,1745.846997,0
306,0.001088,2,31,0,0,0,2757.352893,0
307,0.00112,2,31,0,0,0,2678.571357,0
308,0.001237,2,31,0,0,0,2425.222333,0
309,0.000905,2,31,0,0,0,3314.917044,0
310,0.001098,2,31,0,0,0,2732.24049,0
311,0.004801,4,31,0,0,0,1458.029576,0
312,0.020122,16,31,255,2919974033,2930324325,1639.996099,0
313,0.001754,4,31,0,0,0,3990.878066,0
314,0.001098,2,31,0,0,0,2732.24049,0
315,2.80467,12,31,255,2671647392,3128855681,10.339897,0
316,0.001077,2,31,0,0,0,2785.515187,0
317,2.560419,40,31,255,52002396,3072553764,31.635446,0
318,0.001121,2,31,0,0,0,2676.181891,0
319,0.004492,4,31,0,0,0,1558.32584,0
320,3.411082,78,31,255,762063622,762371671,46.026451,0
321,0.001695,4,31,0,0,0,4129.793548,0
322,17.582338,22,31,255,2921580514,772334661,2.559387,0
323,0.001158,2,31,0,0,0,2590.673642,0
324,0.00111,2,31,0,0,0,2702.702815,0
325,0.023796,16,31,255,594589159,600216451,1386.78772,0
326,0.001646,4,31,0,0,0,4252.734002,0
327,0.001098,2,31,0,0,0,2732.24049,0
328,0.001045,2,31,0,0,0,2870.813285,0
329,0.004625,4,31,0,0,0,1513.513494,0
330,0.001077,2,31,0,0,0,2785.515187,0
331,1.506241,122,31,255,3687454410,1557361261,163.984386,0
332,0.00118,2,31,0,0,0,2542.372836,0
333,0.001135,2,31,0,0,0,2643.171742,0
334,18.724417,80,31,255,2321579435,172316279,8.491586,0
335,0.001104,2,31,0,0,0,2717.391244,0
336,31.971268,64,31,255,481933455,2627629142,4.097429,0
337,0.001131,2,31,0,0,0,2652.5199,0
338,0.0011,2,31,0,0,0,2727.272742,0
339,2.375381,4,31,0,0,0,2.946896,0
340,0.004601,4,31,0,0,0,1521.40843,0
341,0.052992,30,31,255,2739972170,598028940,1339.824849,0
342,0.001052,2,31,0,0,0,2851.711087,0
343,0.001678,4,31,0,0,0,4171.632967,0
344,0.02366,16,31,255,2739972998,598573862,1394.759063,0
345,0.001084,2,31,0,0,0,2767.527704,0
346,0.001088,2,31,0,0,0,2757.352893,0
347,0.01981,16,31,255,2919972408,2924977644,1665.825304,0
348,0.001088,2,31,0,0,0,2757.352893,0
349,0.001086,2,31,0,0,0,2762.430929,0
350,0.00391,8,31,255,594583644,2745192702,4347.82612,0
351,0.001089,2,31,0,0,0,2754.820869,0
352,0.001015,2,31,0,0,0,2955.664893,0
353,0.001052,2,31,0,0,0,2851.711087,0
354,0.336135,16,31,255,2269910953,3150271885,98.17484,0
355,1.816583,8,31,255,2044518704,2045695605,9.358229,0
356,4.593804,8,31,255,2574099923,2575194768,3.700637,0
357,15.048877,8,31,255,506970224,508126771,1.129652,0
358,0.005026,8,31,255,2919969620,2921017946,3382.411402,0
359,5.535771,8,31,255,4121584103,1973107493,3.070936,0
360,20.262241,8,31,255,1741935912,1743038625,0.838999,0
361,0.013982,16,31,255,774584306,781811247,2360.1774,0
362,23.945032,8,31,255,3754808330,3760223890,0.709959,0
363,25.834202,14,31,255,2176551327,28052175,1.19996,0
364,25.146973,8,31,255,889420030,890600041,0.676026,0
365,27.286858,8,31,255,4102290167,4103575079,0.623011,0
366,27.771465,78,31,255,914452430,3064389151,5.653285,0
367,0.003074,6,31,255,2766617008,1112398289,4229.017717,0
368,11.087223,12,31,255,377039570,378054925,2.615623,0
369,0.051153,16,31,255,1356921147,3087941131,645.123448,0
370,0.021784,16,31,255,1074593811,1080184617,1514.873295,0
371,0.037412,8,31,255,3366615409,3456031196,454.399671,0
372,0.004117,6,31,255,497038634,1110567386,3157.639121,0
373,0.015255,16,31,255,3224169838,1080690827,2163.225109,0
374,10.646811,8,31,255,3149066899,3146049388,1.596722,0
375,10.38414,8,31,255,1299484694,3450276081,1.637112,0
376,0.020997,16,31,255,1074592884,1079600143,1571.653029,0
377,12.061894,8,31,255,2369067548,220578407,1.409397,0
378,2.525565,8,31,255,3954099231,1805740042,6.731167,0
379,0.044805,30,31,255,3224170872,3227561229,1584.644519,0
380,17.435793,8,31,255,3419847586,3425221946,0.975006,0
381,15.600839,8,31,255,2356550556,208113727,1.089685,0
382,0.000948,2,31,0,0,0,3164.556959,0
383,0.759727,8,31,255,2882421733,738156176,22.376459,0
384,0.014717,16,31,255,1194584278,3350445939,2242.304878,0
385,0.001081,2,31,0,0,0,2775.208228,0
386,0.020925,16,31,255,1314588883,3465561290,1577.060909,0
387,0.048775,30,31,255,3464166311,1318089039,1455.663803,0
388,0.0939,52,31,255,2979969083,2985106184,990.415309,0
389,1.046089,40,31,255,2627323364,2487009254,77.431266,0
390,2.013725,40,31,255,3302420313,181454329,40.223962,0
391,0.999452,38,31,255,762066568,661561270,77.04222,0
392,0.004015,8,31,255,3224168405,1075519033,4234.121967,0
393,0.047493,30,31,255,3339971598,1198220768,1494.957165,0
394,0.01939,16,31,255,1194585875,3344145877,1701.908197,0
395,0.047875,30,31,255,1434585325,1438071576,1483.028773,0
396,0.001038,2,31,0,0,0,2890.173445,0
397,0.000964,2,31,0,0,0,3112.033175,0
398,2.880126,40,31,255,352001754,3612099837,28.12377,0
399,3.596807,80,31,255,3211644806,1062307114,44.205875,0
400,6.05719,14,31,255,2009550692,4239237514,5.117885,0
401,10.591283,64,31,255,3546611209,1415643780,12.179828,0
402,1.510575,40,31,255,3426613770,238488252,53.621963,0
403,4.116069,80,31,255,882064572,882366273,38.629092,0
404,7.040866,22,31,255,3494933401,3495225942,6.675315,0
405,33.829559,28,31,255,361938669,365040092,1.684917,0
406,0.004136,8,31,255,894582243,895542488,4110.251621,0
407,0.225914,14,31,255,714586652,3165958426,84.1028,0
408,0.021484,16,31,255,3044166666,3048738474,1536.026767,0
409,0.024553,16,31,255,3584167655,3588738174,1344.031229,0
410,0.02198,16,31,255,1434586070,1438645387,1501.364832,0
411,20.419357,14,31,255,3804871877,3805897626,1.518167,0
412,22.590464,16,31,255,699482305,2845163879,1.460793,0
413,40.088387,66,31,255,996911817,3142679372,3.267779,0
414,0.020968,16,31,255,1074590957,3228106858,1573.826823,0
415,0.012278,62,31,255,1254580126,1254830142,9855.025334,0
416,0.001081,2,31,0,0,0,2775.208228,0
417,0.019678,16,31,255,1194588191,3349927284,1676.999664,0
418,0.015863,16,31,255,894583418,900747473,2080.312745,0
419,0.039762,16,31,255,857039354,1040317804,829.938101,0
420,0.021522,16,31,255,3044167525,3049257695,1533.314717,0
421,0.055841,16,31,255,2126972046,3088180278,590.963641,0
422,0.02085,16,31,255,1314586424,3468192640,1582.733744,0
423,0.034695,16,31,255,2374821971,1043261752,951.145713,0
424,8.358165,80,31,255,2659127693,2655810720,19.023315,0
425,0.316452,16,31,255,2269906905,1006436213,104.281219,0
426,0.336492,16,31,255,124523541,3153600489,98.070682,0
427,8.072535,40,31,255,958406585,542553766,10.281777,0
428,3.944821,8,31,255,724519628,725723197,4.309448,0
429,19.551943,8,31,255,2101936487,2103095525,0.869479,0
430,26.962067,8,31,255,4162298773,2018212318,0.630515,0
431,0.021388,16,31,255,894585117,3048235386,1542.921273,0
432,7.922174,8,31,255,2677389702,2682663773,2.145876,0
433,20.70825,8,31,255,3587324190,1443104336,0.820929,0
434,0.016671,16,31,255,3584165257,1441063544,1979.485328,0
435,23.651051,8,31,255,1789419752,3935947232,0.718784,0
436,9.699057,64,31,255,1997031252,4147500051,13.300263,0
437,28.828426,8,31,255,3103792285,3104939798,0.589696,0
438,26.382019,8,31,255,229429560,2376013507,0.644378,0
439,27.777418,14,31,255,3839839581,3845086427,1.116014,0
440,26.421759,8,31,255,469430849,2620293614,0.643409,0
441,37.552643,14,31,255,409422205,2555946620,0.825508,0
442,24.754965,8,31,255,3279010064,3275980102,0.686731,0
443,25.60334,8,31,255,649420568,2800142664,0.663976,0
444,4.131323,38,31,255,4156551050,993918373,18.638098,0
445,27.934828,8,31,255,1356916320,1358222834,0.608559,0
446,27.807951,8,31,255,3626497105,3627785560,0.611336,0
447,4.717783,8,31,255,544518167,2695224337,3.603387,0
448,0.020999,16,31,255,1074591884,1079038981,1571.503444,0
449,6.473834,8,31,255,3637388791,1493094831,2.625955,0
450,0.000995,2,31,0,0,0,3015.075348,0
451,9.046863,8,31,255,4109066880,4110190714,1.879104,0
452,13.135003,8,31,255,3792357066,1648039377,1.294252,0
453,0.267148,4,31,0,0,0,26.202705,0
454,0.044338,16,31,255,1356917516,3093969852,744.282572,0
455,0.137088,16,31,255,2126975972,3090208056,240.721287,0
456,0.024577,16,31,255,3584168404,1439671301,1342.718843,0
457,0.055922,16,31,255,229433661,1040644607,590.107633,0
458,2.59414,28,31,255,102067417,3700608280,21.972599,0
459,1.88813,8,31,255,2166615981,18125683,9.003618,0
460,1.944026,78,31,255,1902063887,1902333577,80.760237,0
461,4.983738,8,31,255,244518127,2391007203,3.411094,0
462,14.469889,8,31,255,3252355644,3257693104,1.174854,0
463,3.253368,28,31,255,2129552274,1251006896,17.520306,0
464,16.039806,8,31,255,4264041157,2115695349,1.059863,0
465,14.552946,8,31,255,806970133,808061253,1.168148,0
466,0.019593,16,31,255,3339973883,3349410652,1684.274961,0
467,21.291956,8,31,255,1141944909,1143119103,0.798424,0
468,0.591411,28,31,255,1356918540,3084563322,116.670134,0
469,0.019434,16,31,255,3339973145,3344675686,1698.055005,0
470,0.052618,16,31,255,3502306841,3090688602,627.1618,0
471,0.05079,30,31,255,3044165085,898094373,1397.912956,0
472,0.10533,8,31,255,2642426103,3260041977,180.385459,0
473,0.011321,2,31,0,0,0,264.994263,0
474,0.021549,16,31,255,3044168292,3045601940,1531.393606,0
475,0.454346,30,31,255,2374818304,1027668118,156.26857,0
476,0.020847,16,31,255,1314587346,1319147087,1582.961563,0
477,0.029078,16,31,255,229430750,1043871902,1134.87863,0
478,0.00113,2,31,0,0,0,2654.867281,0
479,0.020875,16,31,255,3464168944,1319659195,1580.838364,0
480,3.130886,8,31,255,3354099846,3355165116,5.429773,0
481,6.411868,8,31,255,1432002375,3578480733,2.651333,0
482,0.0154,16,31,255,1314584643,3466076799,2142.857154,0
483,0.079377,2,31,0,0,0,37.794322,0
484,0.032227,16,31,255,3006616586,3188102922,1023.986151,0
485,0.024026,16,31,255,3584169297,3590122378,1373.511979,0
486,0.043076,16,31,255,857037623,3186579632,766.087825,0
487,0.135786,16,31,255,4276557719,942055127,243.029478,0
488,0.000995,2,31,0,0,0,3015.075348,0
489,0.034333,16,31,255,229434587,1042638590,961.174329,0
490,23.243399,16,31,255,4212352763,2067293072,1.419758,0
491,0.336271,16,31,255,2269909128,3152709992,98.135139,0
492,0.056394,16,31,255,2374819247,1028174897,585.168639,0
493,28.188702,14,31,255,1514459521,1515511450,1.099731,0
494,0.33715,16,31,255,124525417,1005449424,97.87928,0
495,34.104462,66,31,255,2151526135,2295707,3.84114,0
496,19.801479,8,31,255,1981936598,4128491518,0.858522,0
497,36.139256,12,31,255,1189423446,1190609537,0.802452,0
498,25.852339,8,31,255,589420708,590571429,0.657581,0
499,11.913296,8,31,255,2424872114,2425927512,1.426977,0
500,10.449902,8,31,255,1119485533,3270264533,1.62681,0
501,10.784481,8,31,255,1059486000,3205951090,1.576339,0
